-1.620000000000000000e+02 0.000000000000000000e+00
1.620000000000000000e+02 0.000000000000000000e+00
1.620000000000000000e+02 9.360000000000000000e+02
-1.620000000000000000e+02 9.360000000000000000e+02
-1.620000000000000000e+02 0.000000000000000000e+00
-2.160000000000000000e+02 0.000000000000000000e+00
2.160000000000000000e+02 0.000000000000000000e+00
2.160000000000000000e+02 9.360000000000000000e+02
-2.160000000000000000e+02 9.360000000000000000e+02
-2.160000000000000000e+02 0.000000000000000000e+00
-2.160000000000000000e+02 4.680000000000000000e+02
2.160000000000000000e+02 4.680000000000000000e+02
-1.620000000000000000e+02 4.680000000000000000e+02
1.620000000000000000e+02 4.680000000000000000e+02
1.620000000000000000e+02 7.200000000000000000e+02
-1.620000000000000000e+02 7.200000000000000000e+02
-1.620000000000000000e+02 2.160000000000000000e+02
1.620000000000000000e+02 2.160000000000000000e+02
0.000000000000000000e+00 2.160000000000000000e+02
0.000000000000000000e+00 7.200000000000000000e+02
